Time [sec]		Acceleration [g]	Velocity [mm/sec]	Displacement [mm]
7.47000   		0.09733         	37.82395         	-17.92856        
7.47500   		0.09846         	42.62562         	-17.72746        
7.48000   		0.09084         	47.26817         	-17.50257        
7.48500   		0.07614         	51.36332         	-17.25569        
7.49000   		0.06092         	54.72481         	-16.99016        
7.49500   		0.04573         	57.34049         	-16.70968        
7.50000   		0.03184         	59.24280         	-16.41794        
7.50500   		0.02226         	60.56956         	-16.11821        
7.51000   		0.01305         	61.43568         	-15.81301        
7.51500   		0.00179         	61.79968         	-15.50469        
7.52000   		-0.00922        	61.61734         	-15.19593        
7.52500   		-0.02019        	60.89586         	-14.88942        
7.53000   		-0.03274        	59.59768         	-14.58793        
7.53500   		-0.04492        	57.69319         	-14.29445        
7.54000   		-0.05349        	55.27972         	-14.01184        
7.54500   		-0.05819        	52.54063         	-13.74220        
7.55000   		-0.06111        	49.61483         	-13.48675        
7.55500   		-0.06426        	46.54036         	-13.24630        
7.56000   		-0.06731        	43.31375         	-13.02160        
7.56500   		-0.07099        	39.92206         	-12.81343        
7.57000   		-0.07572        	36.32409         	-12.62272        
7.57500   		-0.07766        	32.56238         	-12.45047        
7.58000   		-0.07601        	28.79367         	-12.29711        
7.58500   		-0.07234        	25.15554         	-12.16231        
7.59000   		-0.06511        	21.78456         	-12.04511        
7.59500   		-0.05374        	18.86970         	-11.94371        
7.60000   		-0.03889        	16.59797         	-11.85534        
7.60500   		-0.02319        	15.07548         	-11.77648        
7.61000   		-0.01234        	14.20400         	-11.70350        
7.61500   		-0.00907        	13.67884         	-11.63386        
7.62000   		-0.01383        	13.11731         	-11.56677        
7.62500   		-0.02637        	12.13153         	-11.50339        
7.63000   		-0.04191        	10.45712         	-11.44661        
7.63500   		-0.05531        	8.07300          	-11.40001        
7.64000   		-0.06432        	5.13921          	-11.36679        
7.64500   		-0.06428        	1.98522          	-11.34898        
7.65000   		-0.05264        	-0.88245         	-11.34646        
7.65500   		-0.03731        	-3.08862         	-11.35670        
7.66000   		-0.02471        	-4.60975         	-11.37621        
7.66500   		-0.01343        	-5.54508         	-11.40182        
7.67000   		-0.00377        	-5.96679         	-11.43080        
7.67500   		0.00051         	-6.04667         	-11.46092        
7.68000   		-0.00272        	-6.10075         	-11.49123        
7.68500   		-0.01129        	-6.44426         	-11.52241        
7.69000   		-0.02431        	-7.31731         	-11.55655        
7.69500   		-0.04241        	-8.95348         	-11.59686        
7.70000   		-0.06349        	-11.55046        	-11.64769        
7.70500   		-0.08167        	-15.11038        	-11.71397        
7.71000   		-0.08868        	-19.28828        	-11.79982        
7.71500   		-0.08439        	-23.53295        	-11.90696        
7.72000   		-0.07454        	-27.43085        	-12.03457        
7.72500   		-0.06005        	-30.73175        	-12.18027        
7.73000   		-0.04484        	-33.30406        	-12.34068        
7.73500   		-0.03769        	-35.32808        	-12.51240        
7.74000   		-0.03793        	-37.18281        	-12.69367        
7.74500   		-0.03904        	-39.07049        	-12.88428        
7.75000   		-0.04154        	-41.04668        	-13.08453        
7.75500   		-0.04700        	-43.21823        	-13.29508        
7.76000   		-0.05059        	-45.61162        	-13.51708        
7.76500   		-0.04778        	-48.02400        	-13.75122        
7.77000   		-0.04041        	-50.18686        	-13.99690        
7.77500   		-0.03312        	-51.99025        	-14.25249        
7.78000   		-0.02844        	-53.50011        	-14.51632        
7.78500   		-0.02620        	-54.84013        	-14.78721        
7.79000   		-0.02600        	-56.12021        	-15.06462        
7.79500   		-0.02840        	-57.45445        	-15.34850        
7.80000   		-0.03076        	-58.90537        	-15.63936        
7.80500   		-0.02892        	-60.36895        	-15.93758        
7.81000   		-0.02495        	-61.69024        	-16.24281        
7.81500   		-0.02483        	-62.91110        	-16.55431        
7.82000   		-0.02893        	-64.22946        	-16.87208        
7.82500   		-0.03292        	-65.74629        	-17.19694        
7.83000   		-0.03348        	-67.37479        	-17.52973        
7.83500   		-0.02771        	-68.87551        	-17.87047        
7.84000   		-0.01520        	-69.92787        	-18.21774        
7.84500   		0.00239         	-70.24221        	-18.56852        
7.85000   		0.02346         	-69.60835        	-18.91858        
7.85500   		0.04397         	-67.95466        	-19.26291        
7.86000   		0.06189         	-65.35849        	-19.59656        
7.86500   		0.07806         	-61.92613        	-19.91510        
7.87000   		0.09075         	-57.78593        	-20.21464        
7.87500   		0.09857         	-53.14275        	-20.49212        
7.88000   		0.10249         	-48.21176        	-20.74559        
7.88500   		0.10342         	-43.16189        	-20.97404        
7.89000   		0.10353         	-38.08634        	-21.17716        
7.89500   		0.10436         	-32.98769        	-21.35486        
7.90000   		0.10428         	-27.87070        	-21.50701        
7.90500   		0.10283         	-22.79123        	-21.63363        
7.91000   		0.10172         	-17.77451        	-21.73503        
7.91500   		0.10088         	-12.80555        	-21.81146        
7.92000   		0.09916         	-7.89947         	-21.86319        
7.92500   		0.09777         	-3.06986         	-21.89058        
7.93000   		0.09910         	1.75826          	-21.89389        
7.93500   		0.10191         	6.68812          	-21.87283        
7.94000   		0.10244         	11.70000         	-21.82687        
7.94500   		0.10207         	16.71579         	-21.75582        
7.95000   		0.10416         	21.77373         	-21.65964        
7.95500   		0.10762         	26.96765         	-21.53786        
7.96000   		0.10942         	32.29058         	-21.38975        
7.96500   		0.10704         	37.59931         	-21.21498        
7.97000   		0.10111         	42.70412         	-21.01410        
7.97500   		0.09347         	47.47607         	-20.78849        
7.98000   		0.08452         	51.84122         	-20.54001        
7.98500   		0.07550         	55.76575         	-20.27081        
7.99000   		0.06694         	59.25923         	-19.98307        
7.99500   		0.05816         	62.32734         	-19.67893        
8.00000   		0.04691         	64.90400         	-19.36062        
8.00500   		0.03199         	66.83898         	-19.03096        
8.01000   		0.01688         	68.03769         	-18.69346        
8.01500   		0.00481         	68.56977         	-18.35169        
8.02000   		-0.00071        	68.67037         	-18.00848        
8.02500   		0.00433         	68.75930         	-17.66501        
8.03000   		0.01551         	69.24596         	-17.32022        
8.03500   		0.02332         	70.19832         	-16.97177        
8.04000   		0.02602         	71.40841         	-16.61781        
8.04500   		0.02909         	72.75995         	-16.25745        
8.05000   		0.03368         	74.29949         	-15.88990        
8.05500   		0.03535         	75.99253         	-15.51420        
8.06000   		0.03432         	77.70128         	-15.12995        
8.06500   		0.03243         	79.33837         	-14.73731        
8.07000   		0.02607         	80.77291         	-14.33690        
8.07500   		0.01590         	81.80216         	-13.93025        
8.08000   		0.00749         	82.37574         	-13.51964        
8.08500   		0.00100         	82.58377         	-13.10711        
8.09000   		-0.00572        	82.46799         	-12.69434        
8.09500   		-0.01270        	82.01640         	-12.28299        
8.10000   		-0.02023        	81.20876         	-11.87477        
8.10500   		-0.02935        	79.99277         	-11.47158        
8.11000   		-0.03986        	78.29551         	-11.07564        
8.11500   		-0.04909        	76.11409         	-10.68943        
8.12000   		-0.05252        	73.62206         	-10.31502        
8.12500   		-0.04819        	71.15207         	-9.95317         
8.13000   		-0.04014        	68.98585         	-9.60299         
8.13500   		-0.03087        	67.24430         	-9.26261         
8.14000   		-0.01705        	66.06904         	-8.92961         
8.14500   		0.00170         	65.69273         	-8.60058         
8.15000   		0.02220         	66.27898         	-8.27107         
8.15500   		0.04062         	67.81971         	-7.93620         
8.16000   		0.04772         	69.98640         	-7.59183         
8.16500   		0.03858         	72.10304         	-7.23642         
8.17000   		0.01461         	73.40745         	-6.87216         
8.17500   		-0.02505        	73.15141         	-6.50495         
8.18000   		-0.06396        	70.96857         	-6.14385         
8.18500   		-0.08315        	67.36068         	-5.79764         
8.19000   		-0.09265        	63.04908         	-5.47142         
8.19500   		-0.09891        	58.35099         	-5.16779         
8.20000   		-0.09395        	53.62103         	-4.88796         
8.20500   		-0.08013        	49.35164         	-4.63081         
